title,dateAdded,salary,owner,categories,employmentType,customText6
job_73519,23/11/2023,60000.0,Siteplus,fullstack,contract,entry
job_73520,09/12/2023,,Fluvius,software_engineer,freelance,senior
job_73521,25/10/2023,40000.0,limestonedigital.co,designer,contract,entry
job_73522,29/11/2023,40000.0,Swipex,fullstack,temporary,principal
job_73523,20/11/2023,40000.0,Yael Acceptic,product_manager,freelance,principal
job_73524,23/12/2023,60000.0,Jabil Software Services,qa_engineer,temporary,entry
job_73525,01/11/2023,135000.0,Intenos,frontend,freelance,junior
job_73526,19/10/2023,135000.0,Brights,qa_engineer,temporary,senior
job_73527,28/12/2023,60000.0,TRIARE,designer,freelance,mid
job_73528,30/12/2023,40000.0,Edsson Ukraine LLC,devops,temporary,entry
job_73529,27/11/2023,135000.0,GIST army,software_engineer,temporary,mid
job_73530,02/11/2023,,Argus Soft,qa_engineer,permanent,senior
job_73531,16/11/2023,80000.0,HR Studio,devops,freelance,principal
job_73532,22/12/2023,60000.0,Valtech,designer,freelance,principal
job_73533,26/10/2023,40000.0,SharpMinds,software_engineer,temporary,senior
job_73534,19/11/2023,135000.0,Syazan,data_scientist,freelance,junior
job_73535,02/11/2023,,WebbyLab,frontend,freelance,lead
job_73536,01/11/2023,80000.0,Ralabs,product_manager,freelance,principal
job_73537,29/11/2023,135000.0,"Smart Tek Solutions and Services, LLC",devops,permanent,junior
job_73538,15/10/2023,40000.0,Brights,frontend,contract,senior
job_73539,05/10/2023,60000.0,HR Studio,qa_engineer,permanent,mid
job_73540,02/12/2023,105000.0,Geniusee,product_manager,permanent,principal
job_73541,01/11/2023,,Giraffe Software,designer,permanent,lead
job_73542,08/11/2023,80000.0,iGamingHunt,product_manager,contract,mid
job_73543,18/11/2023,105000.0,Codeware.Digital,backend,temporary,mid
job_73544,06/10/2023,,DNA325,backend,freelance,mid
job_73545,27/12/2023,80000.0,Codemotion,ml_engineer,contract,lead
job_73546,18/11/2023,,CHI Software,fullstack,freelance,mid
job_73547,09/10/2023,40000.0,zone.land,product_manager,contract,entry
job_73548,22/10/2023,40000.0,Limestone Digital,product_manager,temporary,lead
job_73549,15/12/2023,80000.0,Anoda,frontend,contract,principal
job_73550,20/11/2023,105000.0,Ciklum,devops,temporary,junior
job_73551,14/11/2023,,Plexteq,fullstack,temporary,junior
job_73552,22/11/2023,60000.0,Innovecs,frontend,contract,lead
job_73553,23/11/2023,,JetSoftPro,fullstack,freelance,lead
job_73554,13/11/2023,60000.0,Ukraine Tech IT Recruiting and Staffing,backend,freelance,junior
job_73555,28/11/2023,,Kultprosvet,qa_engineer,temporary,lead
job_73556,12/12/2023,40000.0,Jelvix,qa_engineer,freelance,principal
job_73557,19/10/2023,40000.0,Artjoker,backend,temporary,senior
job_73558,13/12/2023,60000.0,XLNT Spaces,devops,permanent,entry
job_73559,10/12/2023,80000.0,Dataart,frontend,freelance,junior
job_73560,26/10/2023,60000.0,DataArt,qa_engineer,permanent,entry
job_73561,04/10/2023,,DataArt,devops,contract,principal
job_73562,04/11/2023,135000.0,Noltic,designer,contract,mid
job_73563,16/11/2023,,Hygge Software,fullstack,permanent,principal
job_73564,15/12/2023,80000.0,Perfsol,backend,temporary,senior
job_73565,24/11/2023,60000.0,Sigma Software,fullstack,temporary,junior
job_73566,16/11/2023,,Shelf,devops,permanent,principal
job_73567,15/12/2023,80000.0,MintyMint,ml_engineer,freelance,entry
job_73568,27/11/2023,60000.0,Opinov8,data_scientist,contract,lead
job_73569,18/11/2023,60000.0,Jelvix,devops,freelance,mid
job_73570,16/10/2023,80000.0,Forbytes,ml_engineer,temporary,senior
job_73571,23/11/2023,80000.0,Daxx Software Development Teams in Ukraine,product_manager,contract,senior
job_73572,12/12/2023,40000.0,GlobalLogic,data_scientist,temporary,entry
job_73573,24/11/2023,40000.0,Vector Software,ml_engineer,permanent,junior
job_73574,09/10/2023,80000.0,globallogic.com,ml_engineer,freelance,entry
job_73575,07/10/2023,80000.0,QIT Software,qa_engineer,permanent,principal
job_73576,18/10/2023,60000.0,DigitalSuits,frontend,temporary,entry
job_73577,16/10/2023,80000.0,Global Teams,devops,freelance,principal
job_73578,16/12/2023,80000.0,Intelvision,designer,contract,principal
job_73579,30/10/2023,135000.0,COAX Software,ml_engineer,contract,junior
job_73580,27/10/2023,,Forte Group,frontend,temporary,principal
job_73581,16/12/2023,80000.0,Join.To.IT,frontend,contract,lead
job_73582,15/12/2023,60000.0,TechScout.tech,ml_engineer,permanent,mid
job_73583,10/11/2023,40000.0,Adjutor,devops,contract,senior
job_73584,25/10/2023,,Don`t Panic Recruitment,fullstack,freelance,entry
job_73585,21/12/2023,40000.0,DevsX,devops,contract,principal
job_73586,25/10/2023,135000.0,LANARS,fullstack,freelance,lead
job_73587,05/12/2023,80000.0,SPD-UKRAINE,ml_engineer,freelance,senior
job_73588,25/12/2023,80000.0,GlobalLogic,software_engineer,permanent,mid
job_73589,24/12/2023,135000.0,AYA Software,qa_engineer,temporary,principal
job_73590,03/11/2023,60000.0,Kozak Group,ml_engineer,temporary,mid
job_73591,14/10/2023,60000.0,iGamingHunt,product_manager,permanent,principal
job_73592,11/11/2023,80000.0,Bytebrand,ml_engineer,contract,senior
job_73593,05/11/2023,40000.0,Intellias,data_scientist,permanent,senior
job_73594,07/11/2023,,Diceus,frontend,contract,mid
job_73595,28/11/2023,105000.0,NCube,software_engineer,contract,lead
job_73596,12/11/2023,40000.0,Jelvix,devops,contract,entry
job_73597,25/11/2023,40000.0,Sweetcode Lab,fullstack,freelance,junior
job_73598,19/10/2023,80000.0,42flows.tech,frontend,contract,principal
job_73599,15/12/2023,80000.0,LinkUp Studio,ml_engineer,temporary,principal
job_73600,26/11/2023,60000.0,GeeksForLess,designer,permanent,lead
job_73601,09/11/2023,60000.0,Make it in Ukraine,software_engineer,permanent,mid
job_73602,06/10/2023,60000.0,Feodal,ml_engineer,permanent,junior
job_73603,04/12/2023,80000.0,customertimes.com,devops,freelance,entry
job_73604,18/12/2023,40000.0,Daxx,backend,contract,junior
job_73605,24/12/2023,135000.0,UTECH,product_manager,permanent,lead
job_73606,01/11/2023,80000.0,AYA Software,data_scientist,permanent,lead
job_73607,23/11/2023,135000.0,DataArt,data_scientist,permanent,senior
job_73608,03/12/2023,135000.0,Smart Tek Solutions and Services,qa_engineer,freelance,mid
job_73609,10/10/2023,105000.0,Argument staffing agency,fullstack,permanent,senior
job_73610,23/11/2023,135000.0,Sigma Software,fullstack,permanent,entry
job_73611,07/11/2023,40000.0,AboutHR,designer,contract,principal
job_73612,12/12/2023,135000.0,SWAN Software Solutions,backend,freelance,entry
job_73613,03/12/2023,135000.0,inVerita,backend,freelance,entry
job_73614,27/11/2023,105000.0,Limestone Digital,fullstack,contract,mid
job_73615,22/10/2023,105000.0,theadmasters.com,designer,temporary,lead
job_73616,20/11/2023,40000.0,GoMage and Sellbery,designer,contract,senior
job_73617,12/11/2023,60000.0,Inoxoft,product_manager,contract,senior
job_73618,07/10/2023,60000.0,Lionwood.software,frontend,freelance,principal
job_73619,07/12/2023,105000.0,SPD-Ukraine,software_engineer,permanent,mid
job_73620,27/10/2023,,Agency.Pizza,qa_engineer,freelance,principal
job_73621,15/11/2023,105000.0,DA-14 Web Applications Development,software_engineer,freelance,junior
job_73622,24/12/2023,60000.0,Eventyr,software_engineer,freelance,senior
job_73623,16/12/2023,40000.0,IdeaSoft,ml_engineer,contract,entry
job_73624,04/11/2023,135000.0,Limestone Digital,backend,contract,principal
job_73625,26/10/2023,105000.0,Limestone Digital,devops,freelance,principal
job_73626,31/10/2023,60000.0,Procoders,fullstack,freelance,principal
job_73627,24/10/2023,80000.0,Procoders,fullstack,contract,senior
job_73628,26/12/2023,40000.0,Otakoyi,qa_engineer,contract,mid
job_73629,12/12/2023,105000.0,Zira 1,ml_engineer,permanent,junior
job_73630,30/10/2023,60000.0,Inmost,designer,freelance,principal
job_73631,17/12/2023,105000.0,QIT Software,frontend,contract,junior
job_73632,17/11/2023,40000.0,42flows.tech,product_manager,permanent,junior
job_73633,11/12/2023,60000.0,Talentuch,fullstack,contract,senior
job_73634,11/11/2023,,Talentuch,designer,contract,mid
job_73635,26/11/2023,60000.0,Sintez Technologies,product_manager,freelance,lead
job_73636,23/12/2023,105000.0,Litslink,data_scientist,permanent,senior
job_73637,07/12/2023,80000.0,Softermii,qa_engineer,freelance,mid
job_73638,14/12/2023,105000.0,InDevLab,software_engineer,temporary,entry
job_73639,30/11/2023,,ScrumLaunch,frontend,temporary,junior
job_73640,21/12/2023,80000.0,Technorely,software_engineer,freelance,mid
job_73641,08/10/2023,,Corcel,fullstack,freelance,senior
job_73642,10/10/2023,135000.0,DA-14 Web Applications Development,frontend,contract,lead
job_73643,23/10/2023,40000.0,Cleveroad,data_scientist,temporary,principal
job_73644,09/11/2023,40000.0,SECL Group Ukraine,devops,temporary,mid
job_73645,12/10/2023,40000.0,Global Teams,fullstack,permanent,mid
job_73646,11/11/2023,105000.0,Lambda Direct,ml_engineer,freelance,principal
job_73647,13/10/2023,135000.0,Svitla Systems,data_scientist,permanent,lead
job_73648,27/10/2023,60000.0,Job Advice Agency,fullstack,permanent,senior
job_73649,16/12/2023,105000.0,Mind Studios,frontend,permanent,senior
job_73650,04/11/2023,,Varyence LLC,devops,permanent,principal
job_73651,19/12/2023,60000.0,at Brainrocket,data_scientist,freelance,junior
job_73652,08/10/2023,135000.0,Exadel,frontend,freelance,junior
job_73653,02/11/2023,60000.0,Elinext,qa_engineer,freelance,entry
job_73654,28/12/2023,105000.0,MintyMint,data_scientist,permanent,senior
job_73655,07/10/2023,,Swipex,qa_engineer,permanent,junior
job_73656,18/11/2023,105000.0,AboutHR,fullstack,freelance,junior
job_73657,01/12/2023,60000.0,INSART,software_engineer,freelance,principal
job_73658,15/11/2023,105000.0,s-pro.io,frontend,temporary,entry
job_73659,09/10/2023,105000.0,inventorsoft.co,software_engineer,freelance,entry
job_73660,13/10/2023,80000.0,ORBIT IT Recruitment Agency,software_engineer,freelance,mid
job_73661,02/12/2023,105000.0,DenDev,devops,contract,entry
job_73662,04/11/2023,105000.0,Edvantis Software,software_engineer,freelance,junior
job_73663,14/11/2023,105000.0,YozmaTech,frontend,freelance,entry
job_73664,16/11/2023,105000.0,UKAD,data_scientist,freelance,senior
job_73665,19/12/2023,40000.0,LinkUp Studio,product_manager,freelance,principal
job_73666,23/12/2023,40000.0,CHI Software,ml_engineer,freelance,mid
job_73667,27/11/2023,105000.0,airSlate,ml_engineer,temporary,senior
job_73668,26/10/2023,,DataArt,product_manager,permanent,junior
job_73669,01/11/2023,105000.0,Unit Group,fullstack,contract,principal
job_73670,03/12/2023,80000.0,Infopulse,frontend,permanent,junior
job_73671,25/10/2023,60000.0,LeanSquad,devops,temporary,entry
job_73672,01/11/2023,80000.0,UKAD,software_engineer,temporary,lead
job_73673,06/11/2023,105000.0,YRC,software_engineer,freelance,junior
job_73674,31/10/2023,105000.0,vilmate.com,backend,contract,junior
job_73675,25/10/2023,135000.0,Datamatics,frontend,permanent,lead
job_73676,20/12/2023,135000.0,Grid Dynamics,qa_engineer,contract,principal
job_73677,27/11/2023,60000.0,SharpMinds,data_scientist,contract,entry
job_73678,14/11/2023,60000.0,Technorely,backend,temporary,lead
job_73679,29/10/2023,105000.0,Light IT,frontend,freelance,lead
job_73680,23/12/2023,80000.0,SoftServe,software_engineer,temporary,lead
job_73681,30/12/2023,60000.0,TheAppSolutions,frontend,contract,mid
job_73682,06/10/2023,,GeeksForLess Inc.,software_engineer,permanent,principal
job_73683,28/10/2023,105000.0,AlphaGuilty,devops,permanent,mid
job_73684,15/10/2023,,Micro Innovation,devops,temporary,mid
job_73685,04/12/2023,80000.0,Feodal,fullstack,freelance,mid
job_73686,04/10/2023,60000.0,opinov8,software_engineer,temporary,entry
job_73687,19/11/2023,80000.0,opinov8,designer,freelance,principal
job_73688,04/11/2023,105000.0,Opinov8,ml_engineer,permanent,lead
job_73689,07/10/2023,40000.0,Adaptiq,backend,freelance,principal
job_73690,24/11/2023,105000.0,Northell,qa_engineer,contract,senior
job_73691,25/10/2023,60000.0,LANARS,frontend,contract,senior
job_73692,13/10/2023,135000.0,Edvantis Software,data_scientist,permanent,junior
job_73693,25/12/2023,135000.0,Dewais,product_manager,freelance,lead
job_73694,26/12/2023,40000.0,Datarob,qa_engineer,contract,lead
job_73695,22/11/2023,135000.0,Yalantis,product_manager,freelance,entry
job_73696,07/11/2023,135000.0,Overonix Technologies,software_engineer,freelance,lead
job_73697,13/10/2023,80000.0,Koyfin,data_scientist,permanent,principal
job_73698,06/10/2023,105000.0,Monterail,designer,contract,principal
job_73699,07/10/2023,105000.0,SoftServe,qa_engineer,contract,senior
job_73700,02/11/2023,40000.0,Argument,backend,contract,senior
job_73701,12/12/2023,80000.0,DOIT Software,qa_engineer,temporary,entry
job_73702,18/11/2023,60000.0,WizardsDev,software_engineer,contract,mid
job_73703,14/10/2023,105000.0,bvblogic,backend,contract,lead
job_73704,17/11/2023,,Argument,qa_engineer,freelance,mid
job_73705,31/10/2023,105000.0,Piligrim IT,fullstack,temporary,junior
job_73706,24/12/2023,80000.0,DataArt,data_scientist,contract,entry
job_73707,26/11/2023,,LITSLINK,designer,permanent,mid
job_73708,10/11/2023,60000.0,Eventyr,software_engineer,permanent,lead
job_73709,20/10/2023,60000.0,Animo,product_manager,temporary,mid
job_73710,21/11/2023,135000.0,Solvits,designer,permanent,principal
job_73711,09/10/2023,40000.0,IvorySoft,designer,contract,mid
job_73712,28/11/2023,40000.0,IvorySoft,software_engineer,temporary,lead
job_73713,07/11/2023,40000.0,ISRAEL IT,data_scientist,freelance,principal
job_73714,18/12/2023,80000.0,HES Fintech,software_engineer,permanent,senior
job_73715,15/10/2023,,TechMagic,product_manager,temporary,entry
job_73716,14/10/2023,135000.0,devico.io,data_scientist,temporary,principal
job_73717,26/10/2023,80000.0,Kultprosvet,frontend,permanent,junior
job_73718,05/10/2023,,Israel IT,product_manager,contract,entry
job_73719,03/11/2023,80000.0,EveryMatrix,ml_engineer,contract,junior
job_73720,06/12/2023,80000.0,WizardsDev,fullstack,freelance,junior
job_73721,07/10/2023,40000.0,Beetroot,ml_engineer,permanent,lead
job_73722,10/10/2023,,"Pics.io, co-founder at Azzurro.io",software_engineer,permanent,senior
job_73723,19/10/2023,80000.0,acropolium.com,data_scientist,permanent,junior
job_73724,28/11/2023,60000.0,astarios,ml_engineer,temporary,junior
job_73725,27/10/2023,60000.0,LinkUp Studio,devops,freelance,lead
job_73726,06/10/2023,135000.0,IdeaSoft,backend,freelance,entry
job_73727,25/12/2023,135000.0,ProfiSea,backend,permanent,senior
job_73728,30/10/2023,135000.0,United Software,designer,contract,mid
job_73729,20/11/2023,105000.0,DNA325,product_manager,contract,entry
job_73730,07/12/2023,80000.0,PerceptionBox,devops,freelance,entry
job_73731,17/12/2023,,Storypoint,frontend,temporary,junior
job_73732,27/12/2023,40000.0,Intellias,qa_engineer,permanent,principal
job_73733,12/12/2023,60000.0,Adraba,qa_engineer,contract,principal
job_73734,28/12/2023,80000.0,Mindecs,qa_engineer,freelance,lead
job_73735,24/11/2023,105000.0,Indigo,designer,freelance,principal
job_73736,28/10/2023,40000.0,Favbet,qa_engineer,freelance,mid
job_73737,23/12/2023,105000.0,Rocque Software,designer,contract,entry
job_73738,16/12/2023,60000.0,LeanyLabs,data_scientist,temporary,junior
job_73739,18/10/2023,60000.0,Marketing Pro,designer,permanent,senior
job_73740,29/12/2023,80000.0,Ideasoft,data_scientist,freelance,junior
job_73741,26/11/2023,135000.0,Deventor,designer,temporary,principal
job_73742,14/11/2023,80000.0,Edvantis Software,devops,permanent,senior
job_73743,15/12/2023,135000.0,YozmaTech,product_manager,contract,principal
job_73744,23/12/2023,80000.0,Adaptiq,qa_engineer,freelance,mid
job_73745,01/11/2023,,Ralabs,software_engineer,permanent,entry
job_73746,27/10/2023,80000.0,Adaptiq,backend,freelance,senior
job_73747,23/10/2023,,TechScout.tech,fullstack,contract,senior
job_73748,25/11/2023,80000.0,AYA Software,frontend,temporary,lead
job_73749,09/11/2023,80000.0,Whirrcrew,data_scientist,freelance,junior
job_73750,25/10/2023,40000.0,AYA Software,data_scientist,contract,principal
job_73751,21/11/2023,105000.0,OmiSoft,frontend,contract,entry
job_73752,09/12/2023,,Blackthorn vision,frontend,contract,senior
job_73753,14/11/2023,,crystalogic.net,devops,contract,senior
job_73754,20/12/2023,80000.0,Anuitex,frontend,temporary,principal
job_73755,24/10/2023,135000.0,Hygge Software,devops,freelance,entry
job_73756,01/11/2023,,Boosty Labs,product_manager,temporary,mid
job_73757,26/10/2023,40000.0,YozmaTech,designer,contract,senior
job_73758,27/10/2023,105000.0,Swehq,fullstack,freelance,junior
job_73759,23/12/2023,,Ukad Group,software_engineer,freelance,lead
job_73760,07/10/2023,80000.0,Perfsol,devops,freelance,entry
job_73761,27/11/2023,40000.0,rinf.tech,product_manager,temporary,mid
job_73762,22/11/2023,,Bahnhof AB,backend,temporary,mid
job_73763,11/12/2023,60000.0,BetInvest,fullstack,contract,lead
job_73764,14/10/2023,,JetSoftPro,frontend,freelance,lead
job_73765,27/11/2023,,ITRex Group,backend,temporary,junior
job_73766,29/10/2023,60000.0,GlobalLogic,ml_engineer,temporary,senior
job_73767,08/12/2023,80000.0,CHI Software,product_manager,permanent,lead
job_73768,09/12/2023,40000.0,TechScout.tech,devops,freelance,junior
job_73769,23/10/2023,135000.0,Benefit- Recruiting Company,devops,temporary,mid
job_73770,11/11/2023,80000.0,JetSoftPro,frontend,temporary,principal
job_73771,08/10/2023,80000.0,GlobalLogic,data_scientist,contract,entry
job_73772,23/10/2023,80000.0,Opinov8,frontend,temporary,lead
job_73773,16/12/2023,105000.0,Opinov8,ml_engineer,permanent,junior
job_73774,06/12/2023,135000.0,DDI Development,qa_engineer,freelance,junior
job_73775,16/10/2023,,LOBBY X,designer,freelance,mid
job_73776,21/10/2023,,INSART,product_manager,freelance,lead
job_73777,04/10/2023,80000.0,TechMagic,software_engineer,permanent,junior
job_73778,06/11/2023,135000.0,Mbunity Development,backend,freelance,principal
job_73779,22/12/2023,60000.0,Engenious,frontend,permanent,lead
job_73780,19/12/2023,40000.0,GeeksForLess,devops,permanent,mid
job_73781,05/12/2023,135000.0,Lasoft,software_engineer,freelance,lead
job_73782,17/10/2023,60000.0,DevBrother,backend,freelance,principal
job_73783,11/12/2023,,VT Labs,frontend,contract,senior
job_73784,23/12/2023,105000.0,Visarsoft,frontend,permanent,lead
job_73785,06/11/2023,60000.0,MintyMint,qa_engineer,freelance,principal
job_73786,01/12/2023,135000.0,Zoolatech,ml_engineer,contract,principal
job_73787,02/11/2023,,UKEESS Software House,designer,temporary,junior
job_73788,27/10/2023,40000.0,Opinov8,data_scientist,temporary,entry
job_73789,19/10/2023,40000.0,Opinov8,qa_engineer,temporary,lead
job_73790,24/10/2023,135000.0,BuildApps,ml_engineer,permanent,junior
job_73791,26/10/2023,60000.0,AMFG,ml_engineer,permanent,entry
job_73792,09/11/2023,105000.0,AVA.codes,fullstack,temporary,lead
job_73793,25/11/2023,80000.0,Sombra,software_engineer,freelance,entry
job_73794,04/12/2023,105000.0,Upplabs,devops,contract,junior
job_73795,19/12/2023,40000.0,First Sport Group,data_scientist,freelance,junior
job_73796,12/12/2023,,"Wetelo, Inc.",devops,freelance,junior
job_73797,29/10/2023,40000.0,DesignKey,frontend,permanent,mid
job_73798,17/11/2023,80000.0,Argument,software_engineer,contract,junior
job_73799,01/12/2023,40000.0,OneReach.ai,frontend,permanent,principal
job_73800,04/11/2023,135000.0,Peiko,frontend,permanent,lead
job_73801,14/12/2023,40000.0,Yellow Recruiting Company,data_scientist,freelance,entry
job_73802,27/12/2023,,XLNT Spaces,software_engineer,contract,junior
job_73803,20/11/2023,,Sigma Software Group,backend,temporary,principal
job_73804,25/12/2023,135000.0,Sigma Software,ml_engineer,permanent,mid
job_73805,09/11/2023,135000.0,Opinov8,devops,permanent,lead
job_73806,06/12/2023,40000.0,7Partners agency,product_manager,temporary,principal
job_73807,16/11/2023,,XLNT Spaces,ml_engineer,permanent,entry
job_73808,25/11/2023,60000.0,Epam,software_engineer,freelance,mid
job_73809,12/12/2023,60000.0,Parimatch Tech,qa_engineer,contract,senior
job_73810,26/10/2023,135000.0,Ciklum,software_engineer,permanent,junior
job_73811,13/12/2023,80000.0,Adaptiq,software_engineer,temporary,principal
job_73812,25/12/2023,135000.0,Inscale,ml_engineer,contract,principal
job_73813,27/12/2023,135000.0,Brightgrove,designer,permanent,junior
job_73814,12/11/2023,60000.0,Independent consulting,qa_engineer,contract,entry
job_73815,07/10/2023,135000.0,Ciklum,qa_engineer,temporary,junior
job_73816,27/12/2023,105000.0,Telesens,devops,freelance,lead
job_73817,08/11/2023,135000.0,Zagroza digital agency,data_scientist,permanent,principal
job_73818,10/11/2023,105000.0,Shopadvizor,frontend,permanent,mid
job_73819,14/11/2023,60000.0,Flyer One Ventures,product_manager,freelance,entry
job_73820,11/10/2023,40000.0,GlobalLogic,ml_engineer,freelance,mid
job_73821,07/12/2023,105000.0,GlobalLogic,frontend,freelance,entry
job_73822,18/10/2023,40000.0,Beetroot,product_manager,temporary,senior
job_73823,03/12/2023,135000.0,PSR,designer,permanent,principal
job_73824,11/10/2023,105000.0,PSR,frontend,freelance,senior
job_73825,27/11/2023,40000.0,Tomnium,data_scientist,temporary,junior
job_73826,16/12/2023,135000.0,wesoftyou.com,devops,freelance,principal
job_73827,13/12/2023,,Grid Dynamics,devops,freelance,lead
job_73828,14/10/2023,60000.0,DataArt,ml_engineer,temporary,senior
job_73829,01/12/2023,105000.0,Shelf,qa_engineer,temporary,principal
job_73830,21/12/2023,60000.0,GeeksForLess,fullstack,permanent,entry
job_73831,11/10/2023,,Yalantis,ml_engineer,freelance,mid
job_73832,30/11/2023,80000.0,Sigma Software,frontend,contract,entry
job_73833,28/10/2023,105000.0,Globallogic,product_manager,freelance,principal
job_73834,03/11/2023,80000.0,Magnise,data_scientist,temporary,entry
job_73835,22/12/2023,80000.0,8allocate,product_manager,freelance,junior
job_73836,16/10/2023,135000.0,Peeklogic,fullstack,temporary,principal
job_73837,29/12/2023,,Dyisy Group,ml_engineer,temporary,junior
job_73838,08/10/2023,135000.0,Artkai,designer,temporary,senior
job_73839,23/11/2023,105000.0,datrics.ai,fullstack,contract,lead
job_73840,13/11/2023,60000.0,Mindecs,frontend,freelance,entry
job_73841,05/11/2023,105000.0,Zhuko,frontend,contract,mid
job_73842,11/12/2023,80000.0,ITOMYCH STUDIO,designer,freelance,junior
job_73843,08/11/2023,80000.0,iX.co,ml_engineer,contract,entry
job_73844,30/10/2023,135000.0,N-iX,frontend,permanent,entry
job_73845,25/12/2023,80000.0,FAVBET Tech,data_scientist,contract,junior
job_73846,15/10/2023,60000.0,Geniusee,frontend,freelance,mid
job_73847,11/11/2023,80000.0,ROOM4,qa_engineer,temporary,principal
job_73848,27/10/2023,40000.0,Newage,frontend,permanent,entry
job_73849,06/11/2023,,N-iX,devops,contract,lead
job_73850,20/10/2023,80000.0,Euristiq,designer,permanent,mid
job_73851,04/11/2023,135000.0,"Smart Tek Solutions and Services, LLC",software_engineer,freelance,principal
job_73852,05/10/2023,40000.0,"Smart Tek Solutions and Services, LLC",backend,freelance,entry
job_73853,28/11/2023,80000.0,KITRUM,data_scientist,temporary,junior
job_73854,24/11/2023,60000.0,Svitla Systems,data_scientist,permanent,entry
job_73855,06/12/2023,80000.0,Sombra,fullstack,temporary,senior
job_73856,07/11/2023,40000.0,Innovecs,fullstack,temporary,junior
job_73857,08/10/2023,40000.0,Alty,devops,permanent,principal
job_73858,11/12/2023,80000.0,Euristiq,software_engineer,permanent,lead
job_73859,25/11/2023,60000.0,"Smart Tek Solutions and Services, LLC",qa_engineer,freelance,principal
job_73860,15/10/2023,105000.0,Ralabs,product_manager,freelance,principal
job_73861,07/10/2023,,Animo,software_engineer,permanent,lead
job_73862,26/10/2023,105000.0,Sombra,devops,temporary,junior
job_73863,04/10/2023,40000.0,GlobalLogic,devops,temporary,lead
job_73864,24/10/2023,80000.0,Avenga,ml_engineer,permanent,entry
job_73865,27/11/2023,135000.0,Mindecs,backend,contract,entry
job_73866,04/12/2023,,SoftServe,ml_engineer,temporary,lead
job_73867,18/10/2023,105000.0,Red Rocket Software,product_manager,freelance,junior
job_73868,20/10/2023,40000.0,Newage Solutions,data_scientist,freelance,junior
job_73869,27/11/2023,40000.0,YRC,devops,permanent,junior
job_73870,29/10/2023,60000.0,Softermii,frontend,permanent,senior
job_73871,07/10/2023,,Softserve,backend,permanent,lead
job_73872,24/12/2023,80000.0,Fluvius,software_engineer,permanent,lead
job_73873,21/12/2023,60000.0,Svitla,product_manager,temporary,junior
job_73874,14/12/2023,105000.0,Svitla Systems,fullstack,temporary,entry
job_73875,03/12/2023,80000.0,Zoolatech,frontend,temporary,senior
job_73876,26/11/2023,,4ire Labs,data_scientist,permanent,principal
job_73877,22/12/2023,60000.0,Zoolatech,devops,contract,principal
job_73878,25/12/2023,40000.0,Day.io,fullstack,contract,mid
job_73879,15/12/2023,40000.0,Turnkey Labs,product_manager,contract,lead
job_73880,11/11/2023,105000.0,N-IX,backend,contract,mid
job_73881,15/12/2023,135000.0,Sombra,qa_engineer,temporary,entry
job_73882,16/11/2023,80000.0,Source Angel,product_manager,contract,lead
job_73883,26/12/2023,135000.0,Intellias,fullstack,contract,lead
job_73884,02/12/2023,105000.0,SoftServe,backend,freelance,entry
job_73885,10/12/2023,105000.0,DataArt,product_manager,freelance,mid
job_73886,30/10/2023,135000.0,Rebbix,backend,permanent,lead
job_73887,09/12/2023,80000.0,Avenga,frontend,temporary,junior
job_73888,19/12/2023,80000.0,LOBBY X,product_manager,temporary,principal
job_73889,22/10/2023,60000.0,Ralabs,qa_engineer,permanent,principal
job_73890,10/12/2023,135000.0,Avenga,backend,contract,principal
job_73891,06/10/2023,135000.0,Avenga,fullstack,temporary,mid
job_73892,14/11/2023,60000.0,Avenga,backend,contract,entry
job_73893,27/10/2023,,Avenga,qa_engineer,permanent,entry
job_73894,29/12/2023,40000.0,Adaptiq,software_engineer,temporary,entry
job_73895,13/11/2023,40000.0,AYA Software,fullstack,contract,junior
job_73896,19/11/2023,40000.0,Luxe Quality,qa_engineer,temporary,lead
job_73897,15/12/2023,60000.0,JAM,designer,permanent,senior
job_73898,21/11/2023,80000.0,SliceIQ Inc.,fullstack,permanent,junior
job_73899,19/11/2023,40000.0,GeeksForLess,product_manager,contract,senior
job_73900,11/12/2023,60000.0,FAVBET Tech,qa_engineer,permanent,principal
job_73901,10/12/2023,80000.0,YTM VENTURES,product_manager,contract,mid
job_73902,27/12/2023,135000.0,Incode Group,frontend,contract,lead
job_73903,16/12/2023,135000.0,Ralabs,ml_engineer,temporary,entry
job_73904,22/11/2023,80000.0,Ralabs,backend,permanent,senior
job_73905,23/10/2023,135000.0,Visarsoft,designer,freelance,senior
job_73906,14/12/2023,40000.0,ABNK Premium Systems,software_engineer,permanent,entry
job_73907,14/10/2023,,ITCraft,devops,freelance,lead
job_73908,20/11/2023,105000.0,GlobalLogic,data_scientist,freelance,mid
job_73909,14/11/2023,135000.0,SoftHouseGroup,product_manager,temporary,entry
job_73910,05/10/2023,40000.0,Valant,fullstack,freelance,principal
job_73911,03/11/2023,,JetSoftPro,qa_engineer,contract,senior
job_73912,26/11/2023,,Simplify,fullstack,permanent,entry
job_73913,30/12/2023,135000.0,Noltic,frontend,freelance,mid
job_73914,31/10/2023,60000.0,Impulsis,designer,permanent,junior
job_73915,18/10/2023,40000.0,United Software,ml_engineer,permanent,mid
job_73916,27/12/2023,80000.0,Moon Agency,software_engineer,permanent,junior
